Plant_ID,Date,Water_Consumption_m3,Steam_Usage_Ton,Power_Usage_MWh,Waste_Treated_m3,Boiler_Temperature_C,Turbine_Efficiency_%,Chiller_Utilization_%,CO2_Emissions_Ton,pH_Level_Water,Conductivity_uS,Cooling_Tower_Efficiency_%,Energy_Cost_USD,Maintenance_Cost_USD,Downtime_Minutes,Alarm_Count,Recycle_Water_Used_m3,External_Water_Use_m3,Ambient_Temperature_C,Humidity_%,Water_Leakage_m3,Efficiency_Index,Operator_ID
PLT005,2023-01-06 06:00:00,509.48,190.62,851.38,331.91,467.05,83.49,80.35,59.23,6.91,510.23,87.43,12418.46,389.94,16,1.0,76.68,439.19,37.78,43.52,7.68,90.93,OP1004
PLT004,2023-01-06 07:00:00,398.23,225.44,855.16,312.47,458.95,88.81,85.48,66.44,7.26,596.5,66.97,11037.82,489.53,24,1.0,109.8,388.59,26.59,65.69,3.92,83.8,OP1002
PLT005,2023-01-06 08:00:00,401.82,185.07,856.91,305.08,459.78,81.79,59.99,58.41,7.35,537.58,59.11,13138.87,574.17,81,4.0,79.65,359.4,40.41,45.84,2.47,87.89,OP1003
PLT005,2023-01-06 09:00:00,466.38,191.31,1154.92,264.88,471.27,83.47,85.3,63.16,6.53,522.68,60.11,12505.57,340.36,65,5.0,107.91,455.82,31.48,38.71,2.22,94.13,OP1001
PLT003,2023-01-06 10:00:00,497.16,207.5,839.34,286.94,443.61,84.89,61.59,47.46,7.18,368.63,69.71,13446.84,459.31,114,5.0,69.87,378.13,36.39,41.41,4.0,88.23,OP1002
PLT005,2023-01-06 11:00:00,560.01,217.53,942.62,301.36,443.01,86.89,81.01,45.3,7.15,664.51,71.06,12612.62,577.9,27,3.0,90.91,350.07,31.17,55.66,4.81,95.23,OP1001
PLT004,2023-01-06 12:00:00,514.57,207.82,959.97,341.79,456.95,83.95,78.91,52.3,7.47,571.6,69.68,12626.87,454.32,80,5.0,67.35,338.99,37.73,58.03,4.37,95.21,OP1003
PLT005,2023-01-06 13:00:00,630.86,188.72,926.23,263.09,455.61,88.86,76.45,45.15,7.07,624.29,67.15,12061.71,557.0,81,0.0,98.35,329.81,31.85,73.62,3.71,85.05,OP1001
PLT003,2023-01-06 14:00:00,425.43,195.25,913.05,277.44,454.84,76.53,64.36,60.57,7.0,494.87,72.31,12884.46,385.42,42,0.0,107.94,425.47,42.31,71.15,2.47,95.34,OP1001
PLT003,2023-01-06 15:00:00,506.06,187.09,957.05,307.61,450.02,94.06,72.26,30.21,6.54,339.26,67.5,14140.14,480.29,32,7.0,99.54,388.63,40.04,44.99,6.15,84.38,OP1002
PLT004,2023-01-06 16:00:00,477.73,193.35,876.2,338.24,465.58,89.56,84.9,46.68,7.14,482.79,69.43,11750.98,592.03,97,8.0,78.67,406.28,32.56,46.02,4.04,90.13,OP1003
PLT002,2023-01-06 17:00:00,511.73,194.87,1093.16,279.79,436.23,89.2,76.36,47.16,6.32,438.68,81.48,12371.74,526.26,118,7.0,97.01,374.41,37.15,56.34,1.54,91.72,OP1001
PLT002,2023-01-06 18:00:00,587.58,208.33,1155.7,366.64,467.7,85.62,72.72,59.58,6.78,339.47,62.45,11109.26,555.51,109,3.0,59.42,416.1,32.42,53.71,5.64,87.0,OP1004
PLT005,2023-01-06 19:00:00,590.75,186.2,1125.02,280.77,462.19,81.31,83.6,30.33,7.05,407.09,76.38,11390.39,567.77,22,0.0,105.97,441.18,43.01,39.04,0.76,95.34,OP1003
PLT001,2023-01-06 20:00:00,502.72,219.1,807.49,266.2,427.57,89.12,77.15,55.6,6.91,462.42,67.66,11660.08,435.99,24,0.0,103.06,414.81,37.7,31.56,4.9,94.05,OP1002
PLT005,2023-01-06 21:00:00,543.08,199.5,800.61,289.09,442.62,87.89,74.27,53.72,6.71,291.58,58.04,11170.69,544.62,22,9.0,110.78,373.74,33.14,59.33,1.26,98.49,OP1001
PLT004,2023-01-06 22:00:00,510.78,182.92,843.0,274.5,431.15,82.82,72.96,60.39,7.41,515.94,74.33,10714.84,270.36,84,4.0,116.66,370.0,41.61,48.7,3.07,84.96,OP1002
PLT004,2023-01-06 23:00:00,446.24,207.77,1053.84,304.49,444.22,84.22,66.94,41.23,6.69,543.79,66.34,11003.34,379.01,55,7.0,66.86,389.77,34.55,67.91,3.06,92.87,OP1003
PLT004,2023-01-07 00:00:00,500.72,197.6,947.83,324.75,455.01,84.07,70.67,43.99,7.17,441.55,78.87,11587.47,502.48,54,8.0,98.39,382.53,36.96,53.04,1.79,88.34,OP1003
PLT004,2023-01-07 01:00:00,474.74,190.8,1239.7,322.63,439.45,80.48,74.33,48.78,7.05,513.75,81.31,12813.64,543.97,28,,75.4,381.99,37.44,42.57,4.58,84.49,OP1002
PLT004,2023-01-07 02:00:00,496.86,228.33,1002.45,323.34,450.98,87.88,83.92,42.98,7.22,688.48,82.8,14052.27,552.98,40,6.0,78.61,374.46,37.26,58.16,7.01,94.39,OP1001
PLT003,2023-01-07 03:00:00,457.4,193.75,1106.81,289.09,433.29,83.34,85.33,42.23,7.29,350.31,72.22,11965.91,504.84,33,8.0,103.6,411.32,45.0,33.95,-0.12,96.56,OP1003
PLT002,2023-01-07 04:00:00,507.76,190.92,1108.55,302.71,472.34,86.97,64.19,30.21,6.96,505.07,76.71,12592.83,489.77,104,7.0,117.39,360.49,38.6,50.11,5.82,94.29,OP1002
PLT004,2023-01-07 05:00:00,515.28,219.21,900.1,253.67,459.87,85.92,78.39,72.35,6.79,318.76,58.62,9472.8,493.83,35,8.0,96.44,403.33,35.56,40.97,3.86,97.52,OP1003
PLT001,2023-01-07 06:00:00,535.21,210.08,916.03,268.88,440.06,76.21,78.1,48.85,7.45,361.74,74.3,10976.92,407.55,5,5.0,117.0,360.31,31.42,36.93,2.15,92.94,OP1004
PLT001,2023-01-07 07:00:00,515.49,215.09,1154.45,329.43,459.06,90.7,62.36,47.44,7.61,417.02,74.4,13012.59,643.9,3,1.0,73.19,455.4,30.27,48.6,0.99,87.96,OP1004
PLT001,2023-01-07 08:00:00,581.73,188.74,828.98,293.85,457.43,95.47,71.79,49.1,6.99,578.47,57.75,10278.53,483.72,51,8.0,108.73,352.17,40.41,49.38,2.32,83.82,OP1003
PLT001,2023-01-07 09:00:00,609.61,204.4,983.99,298.39,420.43,81.1,92.79,76.31,6.79,445.94,67.95,8760.51,539.45,26,2.0,101.43,372.34,43.09,57.79,2.52,86.38,OP1004
PLT003,2023-01-07 10:00:00,479.77,172.27,1069.72,311.03,448.14,84.71,72.1,38.33,6.52,592.11,79.8,11127.57,556.92,97,7.0,110.71,436.85,34.02,62.21,7.38,86.87,OP1002
PLT001,2023-01-07 11:00:00,548.5,161.59,1047.66,235.81,455.96,92.37,67.77,42.5,7.39,569.75,63.44,10823.96,764.31,108,9.0,98.98,389.55,23.27,69.76,5.8,85.86,OP1003
PLT004,2023-01-07 12:00:00,605.73,188.18,960.32,309.13,447.18,87.54,69.58,38.94,6.51,561.93,78.38,10369.48,567.8,88,5.0,115.69,384.19,42.49,41.22,3.76,88.82,OP1001
PLT005,2023-01-07 13:00:00,549.81,200.94,956.12,286.36,475.02,75.93,71.92,43.4,7.27,324.25,47.74,13865.88,434.36,6,5.0,93.69,390.18,37.1,45.7,3.14,86.4,OP1003
PLT001,2023-01-07 14:00:00,535.87,248.0,874.09,323.73,463.44,83.63,71.1,66.34,6.43,272.37,59.54,11515.96,524.88,62,3.0,103.8,383.07,35.4,64.05,3.81,85.95,OP1002
PLT003,2023-01-07 15:00:00,408.91,225.0,908.01,296.72,440.53,83.01,86.66,70.44,6.23,368.87,71.97,13273.18,355.43,99,3.0,88.91,440.04,35.46,50.72,6.18,91.03,OP1002
PLT003,2023-01-07 16:00:00,472.1,178.13,1163.07,270.86,422.37,80.8,58.52,42.57,7.55,610.38,74.67,12991.94,397.51,41,6.0,118.11,389.63,27.1,50.77,4.04,79.93,OP1003
PLT001,2023-01-07 17:00:00,479.39,217.51,1020.36,292.31,457.43,83.96,72.71,52.39,6.94,470.12,68.68,15675.16,475.22,89,0.0,106.07,419.84,29.36,42.0,6.26,88.55,OP1001
PLT005,2023-01-07 18:00:00,569.36,,938.56,263.19,418.74,88.35,93.42,66.72,6.34,577.68,96.85,11878.88,228.7,37,8.0,119.96,382.33,47.0,64.92,5.69,93.2,OP1001
PLT001,2023-01-07 19:00:00,463.47,230.66,1061.8,339.33,452.87,80.49,75.16,60.79,7.22,572.5,52.95,9501.84,446.88,103,7.0,80.87,391.53,39.95,52.24,5.39,79.63,OP1004
PLT003,2023-01-07 20:00:00,495.73,189.89,954.08,311.1,447.98,90.21,90.1,55.18,7.38,659.32,67.03,13258.65,474.11,53,1.0,121.62,437.26,39.29,47.92,4.74,93.86,OP1001
PLT002,2023-01-07 21:00:00,542.01,188.51,890.71,332.73,430.12,90.19,64.42,48.81,7.05,571.38,69.93,11131.93,414.34,117,1.0,113.72,471.27,33.61,51.33,4.67,93.54,OP1003
PLT004,2023-01-07 22:00:00,461.22,220.4,941.7,326.34,423.38,83.29,59.36,48.69,7.28,340.81,68.74,12818.83,490.58,41,2.0,95.49,424.09,36.57,44.96,4.65,89.58,OP1002
PLT003,2023-01-07 23:00:00,513.95,188.82,,276.93,439.21,80.43,93.88,54.03,6.72,398.17,65.15,11709.91,436.7,49,7.0,90.57,375.63,44.7,41.85,7.55,97.3,OP1002
PLT001,2023-01-08 00:00:00,507.44,234.97,1159.48,304.99,435.77,91.52,80.23,51.15,6.99,521.23,68.09,12616.63,407.58,62,4.0,86.7,356.54,31.3,63.44,7.7,94.28,OP1002
PLT004,2023-01-08 01:00:00,543.86,188.6,1062.74,310.89,454.55,75.12,85.65,42.38,6.87,678.18,71.78,12565.5,527.05,114,9.0,83.53,322.38,40.03,55.19,5.56,89.58,OP1001
PLT001,2023-01-08 02:00:00,532.94,217.75,1061.99,320.89,428.34,90.13,68.54,45.21,6.87,631.28,70.27,12003.32,623.29,46,,120.97,429.01,38.98,43.86,6.33,89.9,OP1004
PLT001,2023-01-08 03:00:00,531.36,202.32,946.08,320.9,474.85,88.51,74.13,73.09,7.1,359.17,70.59,11469.7,540.04,56,1.0,104.46,386.83,39.79,37.05,1.39,93.7,OP1001
PLT002,2023-01-08 04:00:00,510.04,213.58,994.04,286.31,419.62,90.67,87.49,50.44,6.96,606.34,75.62,10918.87,686.91,36,0.0,102.51,388.5,31.81,44.91,5.88,98.03,OP1003
PLT004,2023-01-08 05:00:00,416.2,179.85,950.33,318.58,460.3,72.07,62.24,54.01,7.25,640.04,81.05,11646.97,483.61,22,0.0,104.75,411.46,36.67,49.8,4.85,87.52,OP1001
PLT004,2023-01-08 06:00:00,506.98,163.33,858.6,310.44,457.25,85.38,78.41,51.02,7.11,475.24,66.07,12758.9,604.14,100,8.0,92.6,384.03,32.47,43.19,4.97,84.6,OP1002
PLT002,2023-01-08 07:00:00,502.77,181.23,1090.15,273.42,464.1,80.52,88.43,53.75,7.03,582.26,63.51,12493.05,537.35,10,5.0,134.77,259.66,33.54,55.66,6.64,79.55,OP1003
PLT003,2023-01-08 08:00:00,538.33,191.92,1079.45,281.67,407.98,85.71,71.44,32.28,6.8,591.64,60.72,13797.9,333.6,9,4.0,124.61,441.38,35.98,45.94,8.89,96.29,OP1003
PLT001,2023-01-08 09:00:00,478.85,196.0,1039.76,318.4,440.6,86.43,86.3,52.14,6.72,551.4,72.63,13707.07,355.43,64,5.0,106.53,609.26,40.21,32.76,5.75,98.48,OP1003
PLT005,2023-01-08 10:00:00,502.09,190.32,1002.71,297.42,438.16,94.55,68.36,44.21,7.26,563.6,71.37,11104.96,512.8,43,8.0,97.59,350.73,27.96,67.21,4.18,83.23,OP1003
PLT001,2023-01-08 11:00:00,503.67,157.27,911.4,297.3,449.75,79.2,81.95,67.99,7.07,383.25,75.3,13216.34,403.68,47,5.0,82.66,540.74,40.0,52.59,6.23,91.36,OP1002
PLT001,2023-01-08 12:00:00,464.37,187.23,1033.32,279.36,456.93,81.51,68.33,55.5,7.04,606.75,61.07,10119.32,415.31,36,8.0,113.44,334.99,36.78,49.6,6.26,96.87,OP1004
PLT003,2023-01-08 13:00:00,442.34,200.79,902.66,331.62,446.66,79.25,56.12,52.68,6.54,495.49,74.62,14135.84,453.4,88,3.0,102.02,478.99,37.21,48.48,3.38,83.63,OP1002
PLT001,2023-01-08 14:00:00,519.13,195.13,916.36,339.88,443.36,87.6,88.32,52.61,7.0,590.99,62.5,13069.78,422.41,69,8.0,110.55,336.47,33.86,36.94,4.54,84.57,OP1001
PLT002,2023-01-08 15:00:00,550.39,192.51,903.4,281.8,455.57,93.65,81.28,59.19,7.24,366.76,73.53,12773.29,388.73,107,5.0,114.87,477.57,39.33,30.05,3.87,87.04,OP1004
PLT002,2023-01-08 16:00:00,468.75,190.8,934.63,324.47,464.92,85.33,81.83,36.96,7.33,603.61,67.73,10805.9,490.29,18,9.0,81.92,400.45,38.59,20.42,2.66,92.83,OP1003
PLT004,2023-01-08 17:00:00,489.11,201.13,924.9,319.19,437.21,83.16,82.74,50.92,7.62,536.82,83.7,13012.95,568.42,82,2.0,57.24,397.69,38.7,60.4,2.12,94.92,OP1002
PLT005,2023-01-08 18:00:00,541.48,179.06,1072.92,284.41,430.55,91.85,82.66,57.23,6.96,547.48,69.68,13489.42,671.65,96,8.0,152.39,391.61,32.58,49.28,5.67,81.16,OP1001
PLT001,2023-01-08 19:00:00,546.34,,898.7,283.81,480.82,88.65,76.95,46.71,6.87,502.35,71.53,12061.32,676.92,29,4.0,122.49,391.23,35.93,52.58,9.05,92.7,OP1002
PLT001,2023-01-08 20:00:00,511.57,191.85,998.7,321.0,471.89,72.96,73.19,47.23,7.54,503.17,61.53,13108.47,604.59,37,2.0,108.5,498.51,26.9,44.03,6.58,96.13,OP1004
PLT003,2023-01-08 21:00:00,520.71,175.02,1060.75,248.35,448.94,89.27,68.32,51.0,7.05,485.84,79.45,11646.05,509.97,76,2.0,95.8,413.89,28.68,59.87,-0.2,87.0,OP1001
PLT002,2023-01-08 22:00:00,526.6,196.37,1121.34,236.16,469.33,83.07,97.19,37.5,7.56,441.28,62.11,12311.78,607.92,56,3.0,118.97,516.0,34.73,54.99,5.37,83.93,OP1002
PLT005,2023-01-08 23:00:00,535.55,160.28,1038.29,337.7,481.54,78.99,67.1,57.95,6.95,607.21,71.9,13407.61,439.47,102,8.0,96.24,474.56,39.57,36.94,5.66,86.1,OP1001
PLT004,2023-01-09 00:00:00,446.43,186.42,809.63,301.49,427.1,92.15,64.75,39.14,7.26,423.33,70.24,9376.54,448.56,38,4.0,94.55,357.24,37.07,61.89,2.58,83.59,OP1002
PLT002,2023-01-09 01:00:00,595.86,206.74,977.02,313.0,434.51,80.22,75.7,45.92,7.24,431.52,71.58,14926.91,392.79,29,0.0,73.66,374.56,32.62,56.98,4.03,87.07,OP1002
PLT004,2023-01-09 02:00:00,513.7,208.24,1071.42,373.82,456.05,79.99,76.01,46.53,6.57,379.23,79.97,7853.87,383.52,102,5.0,89.9,329.37,27.06,47.71,4.05,85.53,OP1001
PLT003,2023-01-09 03:00:00,536.49,200.26,901.65,306.77,453.35,78.49,83.67,53.04,7.47,384.46,68.98,12218.62,493.81,67,7.0,90.57,392.02,29.22,48.98,4.84,93.45,OP1004
PLT003,2023-01-09 04:00:00,461.91,204.5,1132.87,313.1,449.66,79.5,65.91,66.69,6.87,470.42,64.41,12405.41,533.97,30,1.0,75.14,469.18,29.66,51.2,4.75,85.52,OP1003
PLT001,2023-01-09 05:00:00,490.7,212.4,1130.66,293.73,443.23,81.05,86.32,55.78,7.17,590.37,69.6,11909.32,497.86,105,3.0,92.92,389.91,30.93,39.31,4.83,84.15,OP1002
PLT005,2023-01-09 06:00:00,518.85,202.09,1050.3,286.83,424.49,85.68,66.46,42.19,7.25,530.32,73.37,13121.91,590.96,102,8.0,78.34,441.85,36.48,40.37,6.43,77.5,OP1003
PLT004,2023-01-09 07:00:00,409.78,223.53,,264.97,457.89,81.02,52.05,37.97,6.83,664.83,61.54,10011.47,605.15,81,4.0,110.24,368.15,41.11,50.94,6.91,87.14,OP1003
PLT002,2023-01-09 08:00:00,454.94,157.57,1120.94,317.71,435.54,83.73,89.97,54.3,6.7,504.54,67.75,12606.78,571.1,108,0.0,89.62,426.26,36.33,50.97,4.74,84.86,OP1003
PLT003,2023-01-09 09:00:00,463.74,216.5,1006.29,303.62,460.65,82.35,69.12,41.41,6.57,643.43,60.0,11100.04,475.27,7,3.0,97.7,464.86,30.99,56.86,4.55,95.36,OP1001
PLT001,2023-01-09 10:00:00,436.07,156.51,1087.87,271.59,447.03,85.39,75.84,59.56,7.04,532.81,78.02,10664.28,457.88,81,8.0,125.16,459.94,28.96,52.43,5.93,90.69,OP1003
PLT001,2023-01-09 11:00:00,505.3,187.47,884.7,329.24,449.37,89.32,83.95,56.3,7.14,571.34,60.35,11394.41,554.08,43,4.0,111.22,428.23,40.08,38.33,3.11,84.05,OP1004
PLT004,2023-01-09 12:00:00,496.3,214.61,1072.55,284.75,456.23,82.46,81.37,52.33,7.42,345.79,75.25,8389.25,413.49,98,8.0,103.02,391.06,29.15,43.27,3.56,92.21,OP1002
PLT003,2023-01-09 13:00:00,571.19,212.4,,303.34,443.51,85.25,59.84,38.42,6.47,550.93,78.54,12320.4,578.58,17,6.0,79.12,379.96,32.03,50.7,8.87,94.34,OP1001
PLT005,2023-01-09 14:00:00,443.97,180.6,1249.28,317.19,436.1,82.69,53.1,78.31,7.45,396.37,68.69,13553.95,412.88,7,3.0,76.37,343.05,32.18,64.05,3.25,95.92,OP1002
PLT003,2023-01-09 15:00:00,511.74,199.04,961.41,307.45,450.92,90.23,73.14,41.91,7.18,535.27,73.44,11979.9,519.88,0,6.0,89.25,394.43,33.83,41.78,5.75,85.68,OP1001
PLT004,2023-01-09 16:00:00,456.0,188.09,1127.57,294.96,469.57,78.82,97.76,57.67,7.32,552.94,71.86,14728.98,382.97,72,7.0,95.91,352.36,29.3,57.45,5.53,96.21,OP1004
PLT004,2023-01-09 17:00:00,414.14,216.95,1095.04,260.34,440.58,95.5,66.74,37.69,7.23,531.24,57.83,16993.06,492.69,69,7.0,131.15,432.89,35.24,53.39,5.37,90.69,OP1004
PLT003,2023-01-09 18:00:00,529.39,198.45,989.25,307.53,434.61,79.39,70.18,61.11,6.82,588.05,79.25,12995.29,546.98,63,8.0,123.77,387.7,33.85,52.95,7.69,88.95,OP1002
PLT004,2023-01-09 19:00:00,533.53,187.04,818.68,330.18,447.41,93.22,90.65,48.17,6.75,518.33,82.77,10633.53,477.02,59,2.0,119.73,470.0,28.29,49.14,3.73,94.56,OP1003
PLT003,2023-01-09 20:00:00,527.61,207.64,960.05,266.17,435.97,81.86,76.35,50.52,6.88,429.56,56.93,15016.1,568.63,88,1.0,80.76,482.04,39.58,43.35,5.14,83.73,OP1001
PLT002,2023-01-09 21:00:00,434.18,211.58,988.82,260.47,450.88,82.32,90.17,46.35,7.41,369.55,67.33,14327.18,583.92,83,7.0,129.78,411.39,32.39,33.26,4.34,92.71,OP1002
PLT003,2023-01-09 22:00:00,504.18,196.1,1095.45,344.72,446.68,80.29,87.92,67.22,7.29,789.78,64.9,12634.99,430.39,42,9.0,62.1,388.44,35.91,61.56,2.02,90.35,OP1004
PLT003,2023-01-09 23:00:00,529.87,213.07,1027.89,270.76,424.99,81.19,82.77,58.01,7.03,572.24,68.72,12514.73,604.21,79,9.0,99.8,396.62,40.25,55.3,7.53,89.08,OP1001
PLT004,2023-01-10 00:00:00,547.61,231.23,1003.41,283.71,461.19,79.71,70.19,45.28,7.25,509.91,79.81,10613.46,581.9,4,6.0,82.14,444.05,29.5,52.62,7.79,91.64,OP1001
PLT004,2023-01-10 01:00:00,531.41,158.39,1082.39,291.24,434.06,86.94,66.45,44.53,6.75,653.12,56.58,13934.41,529.27,101,0.0,106.27,451.96,34.54,61.29,0.86,92.95,OP1004
PLT001,2023-01-10 02:00:00,548.26,224.12,1077.43,325.04,430.5,79.34,71.08,57.68,6.86,375.18,83.05,11633.4,548.39,65,5.0,103.92,411.37,29.42,56.99,3.32,95.82,OP1002
PLT001,2023-01-10 03:00:00,553.37,228.64,1096.92,257.63,464.89,74.06,61.82,73.58,7.29,450.63,68.28,10718.13,438.53,92,7.0,90.79,449.4,40.17,54.19,3.17,88.41,OP1003
PLT002,2023-01-10 04:00:00,505.24,208.98,914.89,291.79,423.73,79.62,68.34,48.43,7.73,314.26,77.23,12903.03,535.59,103,,62.4,445.98,27.94,41.2,7.71,92.93,OP1001
PLT001,2023-01-10 05:00:00,524.93,193.75,1097.07,265.57,430.15,86.42,63.41,56.07,6.94,413.06,76.08,10812.62,618.61,97,5.0,121.2,469.15,30.52,37.83,0.66,90.83,OP1004
PLT003,2023-01-10 06:00:00,549.98,168.83,1130.2,362.08,445.91,90.17,77.35,61.33,7.26,540.67,76.68,11829.96,492.45,17,5.0,101.51,331.96,37.73,61.93,3.85,90.15,OP1003
PLT004,2023-01-10 07:00:00,519.51,200.85,1267.18,282.0,448.33,94.8,77.81,,6.58,449.25,56.89,12231.78,562.23,68,5.0,118.37,416.73,34.18,35.47,4.84,95.52,OP1002
PLT001,2023-01-10 08:00:00,559.95,191.95,1049.62,270.83,474.54,87.45,71.05,50.36,6.69,514.71,71.59,10168.71,495.54,22,9.0,111.37,402.58,36.05,62.27,8.17,95.51,OP1003
PLT001,2023-01-10 09:00:00,543.72,172.18,1109.05,278.64,443.71,92.58,78.03,43.45,6.8,559.49,65.2,11079.57,477.42,27,2.0,76.18,370.52,35.02,41.51,2.08,94.55,OP1003
PLT002,2023-01-10 10:00:00,468.38,186.87,1045.97,294.5,441.12,91.12,68.26,52.89,6.77,511.5,60.34,15619.94,644.25,19,0.0,111.32,398.51,35.17,60.41,3.63,87.2,OP1001
PLT002,2023-01-10 11:00:00,434.7,199.2,1063.27,304.66,468.27,77.92,89.86,44.2,6.77,438.2,76.46,12448.41,588.96,6,0.0,63.93,371.61,31.11,64.81,6.59,94.48,OP1001
PLT003,2023-01-10 12:00:00,500.97,205.39,1109.17,321.38,426.82,89.24,76.95,42.44,7.31,796.23,72.51,13421.38,326.62,15,0.0,121.12,373.87,32.81,46.0,3.2,85.48,OP1004
PLT004,2023-01-10 13:00:00,440.94,179.51,838.16,276.15,432.93,85.46,68.21,38.85,6.71,566.4,84.5,11415.35,581.19,3,8.0,43.99,392.12,41.97,51.66,3.47,83.88,OP1004
PLT002,2023-01-10 14:00:00,504.16,152.4,1029.42,277.25,460.76,94.36,63.0,50.57,6.96,659.94,62.74,9940.91,381.63,8,9.0,87.93,406.83,33.09,28.79,5.2,92.18,OP1004
PLT001,2023-01-10 15:00:00,499.63,194.89,1032.61,238.0,435.94,81.6,81.31,42.03,7.13,542.44,68.6,12958.82,326.79,88,5.0,105.6,331.29,40.42,57.89,6.25,94.05,OP1003
PLT004,2023-01-10 16:00:00,565.05,181.64,939.41,267.61,446.81,90.68,83.48,53.18,7.17,531.88,61.1,9333.33,552.47,114,9.0,60.2,411.72,41.06,54.3,5.32,85.48,OP1001
PLT004,2023-01-10 17:00:00,525.25,191.27,846.48,281.55,463.44,93.27,80.61,59.64,7.05,432.78,65.02,11950.05,468.61,75,5.0,54.19,378.11,32.14,54.56,8.19,94.28,OP1003
PLT001,2023-01-10 18:00:00,548.9,159.06,953.63,346.29,448.65,85.86,84.75,41.25,7.09,570.43,62.57,12258.72,570.41,107,5.0,91.98,455.07,33.39,53.96,3.74,92.54,OP1001
PLT002,2023-01-10 19:00:00,475.52,,1031.62,302.27,477.1,91.53,74.59,56.02,6.85,572.17,59.78,12056.08,634.6,34,2.0,134.93,376.44,35.81,43.49,0.39,82.39,OP1003
PLT001,2023-01-10 20:00:00,576.48,207.45,978.81,289.6,450.52,80.19,82.11,53.02,6.9,359.88,60.59,10929.9,352.3,13,3.0,79.29,403.47,40.18,71.17,4.9,80.16,OP1001
PLT004,2023-01-10 21:00:00,544.68,191.13,1028.4,346.09,433.69,86.48,75.15,60.22,6.63,582.91,63.32,10132.98,465.24,106,4.0,107.16,416.36,40.03,39.26,3.84,89.96,OP1001
PLT005,2023-01-10 22:00:00,521.37,202.07,906.89,292.06,463.1,92.88,64.72,52.32,6.82,459.09,71.09,13073.46,423.28,104,5.0,83.76,421.22,31.69,47.84,6.94,84.86,OP1004
PLT005,2023-01-10 23:00:00,409.67,194.12,1015.28,274.85,431.97,90.62,62.99,48.54,7.52,451.54,52.73,9071.97,431.69,69,4.0,70.98,373.9,39.83,56.43,6.71,94.05,OP1001
PLT003,2023-01-11 00:00:00,558.94,160.58,1034.26,275.73,478.81,84.54,63.29,61.53,7.13,567.74,65.65,13268.14,462.64,93,7.0,84.92,492.32,24.29,62.6,7.66,93.11,OP1004
PLT001,2023-01-11 01:00:00,588.67,201.62,873.87,266.72,441.74,75.76,53.7,54.56,6.62,481.53,87.84,11788.43,407.25,78,5.0,125.51,440.22,33.27,47.48,6.46,89.39,OP1004
PLT001,2023-01-11 02:00:00,500.56,184.31,863.14,275.97,474.06,77.13,57.81,57.5,6.78,552.53,79.4,11830.52,518.19,22,4.0,62.52,460.42,43.76,63.83,0.91,95.72,OP1004
PLT003,2023-01-11 03:00:00,501.59,173.51,1080.03,301.57,448.27,78.07,74.74,53.58,6.92,395.8,72.6,12770.91,426.8,73,0.0,103.0,370.62,37.26,50.16,6.43,87.29,OP1003
PLT003,2023-01-11 04:00:00,474.17,213.56,1013.25,294.16,434.91,84.52,53.97,37.67,6.59,319.62,62.78,11189.2,402.65,50,2.0,110.87,427.29,30.99,46.24,7.06,85.96,OP1004
PLT003,2023-01-11 05:00:00,418.41,205.39,898.16,331.44,462.28,83.31,64.31,33.11,6.99,544.84,80.05,12529.85,483.6,85,9.0,95.55,321.86,37.61,66.92,4.63,94.95,OP1001
PLT004,2023-01-11 06:00:00,471.9,187.76,958.56,310.08,479.13,82.39,70.23,40.63,6.79,421.83,78.71,12760.29,480.38,118,5.0,105.19,381.5,40.05,54.68,6.17,90.76,OP1002
PLT001,2023-01-11 07:00:00,582.97,196.9,1047.28,329.59,465.22,84.13,81.98,44.57,7.11,631.36,72.74,13541.98,659.06,65,2.0,115.03,353.44,29.13,40.65,6.23,88.52,OP1002
PLT004,2023-01-11 08:00:00,553.95,203.21,908.02,341.54,437.75,81.27,97.2,74.08,7.0,409.31,64.19,12217.12,495.69,67,2.0,132.83,418.78,32.8,38.5,5.14,97.58,OP1001
PLT003,2023-01-11 09:00:00,461.36,166.03,1154.4,322.98,459.29,84.38,73.16,37.94,7.18,670.82,57.57,11775.95,453.96,83,7.0,115.68,335.55,42.87,54.04,1.54,82.42,OP1004
PLT001,2023-01-11 10:00:00,471.08,177.19,1056.05,274.37,406.78,77.24,64.1,57.06,6.77,348.19,78.11,11270.76,363.82,107,2.0,82.44,439.02,49.91,49.66,5.72,95.75,OP1002
PLT004,2023-01-11 11:00:00,606.75,178.14,1082.97,294.63,469.46,87.67,71.08,38.18,6.88,379.82,71.33,13328.74,412.56,41,2.0,95.24,420.58,36.46,64.59,3.83,96.69,OP1002
PLT004,2023-01-11 12:00:00,448.99,209.95,1017.18,334.0,454.16,98.69,88.46,53.86,6.45,632.91,66.8,11997.01,597.05,63,3.0,89.91,500.75,32.28,59.16,7.26,85.9,OP1002
PLT003,2023-01-11 13:00:00,464.23,231.31,1060.91,344.23,424.67,88.61,86.52,46.82,7.17,643.76,73.59,13231.39,508.41,14,5.0,106.88,457.96,31.25,41.42,7.22,88.75,OP1002
PLT001,2023-01-11 14:00:00,478.52,211.82,1211.58,306.3,452.39,97.24,88.65,35.07,7.29,555.44,74.63,10379.59,555.29,61,8.0,96.75,344.99,48.34,28.23,3.54,86.12,OP1001
